BIÓPSIA DE PAREDE ABDOMINAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO SACRO-COCCÍGEO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIÁSTASE DOS RETOS-ABDOMINAIS - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HÉRNIA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA CRURAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA CRURAL POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA EPIGÁSTRICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA INCISIONAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA INGUINAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA INGUINAL POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA INGUINAL NO RN OU LACTENTE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA LOMBAR;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA RECIDIVANTE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA RECIDIVANTE POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HERNIORRAFIA UMBILICAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LAPAROTOMIA EXPLORADORA PARA BIÓPSIA, DRENAGEM DE ABSCESSO OU LIBERAÇÃO DE BRIDAS EM VIGÊNCIA DE OCLUSÃO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEUROBLASTOMA ABDOMINAL - EXÉRESE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ONFALOCELE/GASTROSQUISE - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARACENTESE ABDOMINAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARACENTESE ABDOMINAL LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA PAREDE ABDOMINAL COM RETALHO MUSCULAR OU MIOCUTÂNEO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REPARAÇÃO DE OUTRAS HÉRNIAS (INCLUI HERNIORRAFIA MUSCULAR);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CISTO OU FÍSTULA DE ÚRACO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CISTO OU FÍSTULA OU RESTOS DO DUCTO ONFALOMESENTÉRICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSUTURA DA PAREDE ABDOMINAL (POR DEISCÊNCIA TOTAL OU EVISCERAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TERATOMA SACRO-COCCÍGEO - EXÉRESE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VIDEOLAPAROSCOPIA PARA DIAGNÓSTICO COM OU SEM BIÓPSIAS E PARA OS PROCEDIMENTOS DE DRENAGEM DE COLEÇÕES, LIBERAÇÃO DE BRIDAS/ADERÊNCIAS E/OU RAFIAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ABDOME, PAREDE E CAVIDADE;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO RENAL OU PERI-RENAL - DRENAGEM PERCUTÂNEA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO RENAL OU PERI-RENAL DRENAGEM CIRÚRGICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADRENALECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADRENALECTOMIA LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANGIOPLASTIA RENAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANGIOPLASTIA RENAL TRANSLUMINAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOTRANSPLANTE RENAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA RENAL CIRÚRGICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO RENAL - ESCLEROTERAPIA PERCUTÂNEA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENDOPIELOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTENOSE DE JUNÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA PIELO-CUTÂNEA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOMBOTOMIA EXPLORADORA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MARSUPIALIZAÇÃO DE CISTOS RENAIS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRECTOMIA LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRECTOMIA COM URETERECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRO OU PIELOENTEROCISTOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTOMIA SIMPLES, ANATRÓFICA OU PERCUTÂNEA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTRIPSIA EXTRACORPÓREA;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTRIPSIA PERCUTÂNEA (PNEUMÁTICA OU PNEUMÁTICO-BALÍSTICA – MEC; ELETROHIDRÁULICA -  E.H.; OU ULTRASSOM - U.S.);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTRIPSIA PERCUTÂNEA A LASER;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROPEXIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROPEXIA LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROSTOMIA PERCUTÂNEA;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROURETERECTOMIA COM RESSECÇÃO VESICAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROURETERECTOMIA COM RESSECÇÃO VESICAL LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOLITOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOLITOTOMIA LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOLITOTOMIA COM NEFROLITOTOMIA SIMPLES OU ANATRÓFICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOPLASTIA LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOTOMIA EXPLORADORA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO ASPIRATIVA RENAL PARA DIAGNÓSTICO DE REJEIÇÃO;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO BIÓPSIA RENAL PERCUTÂNEA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVASCULARIZAÇÃO RENAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINFISIOTOMIA (RIM EM FERRADURA);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSURETERO ANASTOMOSE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA FÍSTULA PIELO-INTESTINAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR RENAL - ENUCLEAÇÃO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR WILMS - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMORES RETRO-PERITONEAIS - EXÉRESE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DE URETER;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ENDOSCÓPICA DE URETER;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CATETERISMO URETERAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO CIRÚRGICA DE DUPLO J;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO ENDOSCÓPICA DE DUPLO J;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO NEFROSCÓPICA DE DUPLO J;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO URETEROSCÓPICA DE DUPLO J;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO LAPAROSCÓPICA DE REFLUXO VÉSICO-URETERAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DILATAÇÃO ENDOSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DUPLICAÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETERO-CUTÂNEA (TRATAMENTO CIRÚRGICO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETERO-INTESTINAL (TRATAMENTO CIRÚRGICO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETERO-VAGINAL (TRATAMENTO CIRÚRGICO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEATOTOMIA ENDOSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REFLUXO VÉSICO-URETERAL - TRATAMENTO ENDOSCÓPICO (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;122.0;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE URETERAL POR VIA EXTRA, INTRA OU TRANSVESICAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE URETEROINTESTINAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE URETEROINTESTINAL LAPAROSCÓPICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE URETERO-VESICAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE URETERO-VESICAL LAPAROSCÓPICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA ENDOSCÓPICA DE CÁLCULO DE URETER;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSURETEROSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETERECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROCELE -TRATAMENTO CIRURGICO OU ENDOSCOPICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROILEOCISTOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROILEOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETERÓLISE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROLITOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROLITOTRIPSIA EXTRACORPÓREA;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETERORRENOLITOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETERORRENOLITOTRIPSIA A LASER;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETERORRENOLITOTRIPSIA FLEXÍVEL OU RÍGIDA (MEC., E.H., OU US);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROSSIGMOIDOPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROSSIGMOIDOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROSTOMIA CUTÂNEA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETEROTOMIA INTERNA PERCUTÂNEA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;URETER;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
